organization_name,organization_headquarters,organization_site,organization_description,link,partner_type
GEA,Germany,Visit the GEA website,GEA is one of the world’s largest suppliers of systems and components to the food  beverage and pharmaceutical industries. With 18 000 employees and operations in 62 countries  its plants  processes  components and services enhance the efficiency and sustainability of production processes globally  contributing to reductions in CO2 emissions  plastic usage and food waste. GEA is listed on the German MDAX and the STOXX Europe 600 Index  is included in the DAX 50 ESG  the MSCI Global Sustainability and the Dow Jones Sustainability Europe Indices and holds A-level ratings from the CDP in the areas of climate action and water stewardship.,https://www.weforum.org/organizations/gea-group,associate partnership
Gecko Robotics,USA,Visit the Gecko Robotics website,,https://www.weforum.org/organizations/gecko-robotics,associate partnership
Geox,Italy,Visit the Geox website,GEOX creates  produces and distributes footwear worldwide with unique patents aiming to guarantee breathability and impermeability. It produces classic and casual footwear for women  men and children. GEOX is a leader in the Italian market and one of the top players in the world in the casual footwear segment. GEOX is listed on the Milan Stock Exchange  sells its products in 114 countries and employs 30 000 people.,https://www.weforum.org/organizations/geox,associate partnership
GEP,USA,Visit the GEP website,With 18 offices and operations centres in Europe  Asia and the Americas  New Jersey-based GEP helps enterprises realize their strategic  operational and financial objectives. Fresh thinking  innovative products  domain and subject expertise  and smart  passionate people are how GEP creates and delivers unified supply chain solutions. Named a Leader in the Gartner Magic Quadrant and Best Provider at the World Procurement Awards and EPIC Procurement Excellence Awards  GEP is honoured as an innovator and leader in source-to-pay procurement software by Gartner  Forrester  IDC  Procurement Leaders  Spend Matters  PayStream and Ardent Partners. It is also a leader in managed procurement services.,https://www.weforum.org/organizations/gep,associate partnership
Giti Group,Peoples Republic of China,Visit the Giti Group website,Giti Group is a diversified group active in real estate development  manufacturing and consumer lifestyle in Asia-Pacific. It founded one of the largest tyre operations in China and South-East Asia. It has won many awards  including: Asias Best Employer Brand Award; Architectural Design Award; Singapore Institute of Architects; and Best Big Companies Award  Forbes.,https://www.weforum.org/organizations/giti-group,associate partnership
GLOBIS,Japan,Visit the GLOBIS website,Founded in 1992  GLOBIS is one of Asias fastest-growing business schools  with five campuses in Japan teaching in Japanese and English in both part-time and full-time MBA programmes. GLOBIS is recognized as Japans number one MBA provider both by size and ranking (Nikkei Career Magazine) and also offers corporate training to more than 900 corporate clients. It has overseas offices in Shanghai  Singapore and Thailand. GLOBIS Capital Partners manages more than $500 million and is one of the largest independent venture capital firms creating new industries in Japan.,https://www.weforum.org/organizations/globis-corporation,associate partnership
Gloria,Peru,Visit the Gloria website,Gloria is an industrial conglomerate of Peruvian investments with a business presence throughout Peru  as well as in Bolivia  Colombia  Ecuador  Argentina and Puerto Rico. While its activities range from dairy and food through to cement  paper  agro-industry  transport and service  what ties them together is the groups focus on providing customers with the best quality  every time.,https://www.weforum.org/organizations/gloria,associate partnership
Godrej Industries,India,Visit the Godrej Industries website,The Godrej Group is one of Indias oldest industrial groups involved in the consumer products  consumer durables  agricultural products  capital goods  information technology and property development businesses. It has operations in India and 20 other countries. Its products are offered in more than 50 countries. Its brand ranks among Indias most recognized.,https://www.weforum.org/organizations/godrej-industries-ltd,associate partnership
GoldenTree Asset Management,USA,Visit the GoldenTree Asset Management website,GoldenTree is a 100% employee-owned  global asset management firm that specializes in opportunities across the credit universe in sectors such as high yield bonds  leveraged loans  private credit  distressed debt  structured products  emerging markets  private equity and credit-themed equities. Founded in 2000 by Steve Tananbaum  GoldenTree is one of the largest independent global credit asset managers with $47 billion in assets under management across a broad platform of alternative and fixed income strategies. GoldenTree has approximately 270 employees  with offices in New York  West Palm Beach  Charlotte  London  Dublin  Singapore  Sydney and Tokyo.,https://www.weforum.org/organizations/goldentree-asset-management,associate partnership
Government of Flanders,Belgium,Visit the Government of Flanders website,The Government of Flanders is the executive branch of the Flemish community and the Flemish region of Belgium. Flanders is the gateway to Europe. In addition to a productive and highly qualified population and a research- and investment-friendly climate  Flanders possesses an extensive rail and road network and several large ports.,https://www.weforum.org/organizations/government-of-flanders,associate partnership
Grab,Singapore,Visit the Grab website,Grab is a leading ride-hailing platform in South-East Asia. Grab solves critical transportation challenges to make transport freedom a reality for 620 million people in the region. Grabs core product platform includes commuting solutions for drivers and passengers  with an emphasis on convenience  safety and reliability  as well as its proprietary mobile payment platform  GrabPay. Grab currently offers services in Singapore  Indonesia  the Philippines  Malaysia  Thailand  Viet Nam and Myanmar.,https://www.weforum.org/organizations/grab,associate partnership
Greenoaks Capital,USA,,Greenoaks is a leading venture capital firm based in San Francisco. With assets under management of some $15 billion  Greenoaks makes concentrated long-term investments in consumer technology and internet businesses globally. Some of their notable investments include Brex  Coupang  Discord  Robinhood and Scale.ai.,https://www.weforum.org/organizations/greenoaks-capital,associate partnership
Groupe BPCE,France,Visit the Groupe BPCE website,The second largest banking group in France  Groupe BPCE has 8 000 branches  36 million customers  8.6 million cooperative shareholders and 117 000 employees. The Groups subsidiaries offer banking services tailored to the needs of the individuals and communities they serve. Working through its 19 Banque Populaire banks  17 Caisses dEpargne  Natixis  Crédit Foncier  BPCE International et Outre-mer and others  Groupe BPCE offers a full range of products and services: savings and investment solutions  cash management services  financing solutions  insurance and wholesale banking services.,https://www.weforum.org/organizations/groupe-bpce,associate partnership
Grundfos,Denmark,Visit the Grundfos website,The Grundfos Foundation is the majority shareholder of Grundfos  one of the world’s leading pump manufacturers and water technology companies  which is represented by over 80 companies in more than 55 countries. It has a strong focus on water and strives to provide access to drinking water for the world’s poorest and most vulnerable people.,https://www.weforum.org/organizations/grundfos,associate partnership
Grupo BAL,Mexico,Visit the Grupo BAL website,Grupo BAL  one of the largest conglomerates in Latin America. It is among the worlds largest producers of refined silver and bismuth and among Latin Americas largest producers of lead and zinc. The conglomerate is involved in sectors such as trade  metallurgy  finance  insurance  pension administration  agribusiness  retail  health and music.,https://www.weforum.org/organizations/grupo-bal,associate partnership
Grupo ISA,Colombia,Visit the Grupo ISA website,Grupo ISA  with its affiliates and subsidiaries  works in the design  construction  administration and operation of linear infrastructure systems in electricity and telecommunications connectivity  the construction of infrastructure projects and in the near future business related to road concessions. It has a presence in Colombia  Brazil  Peru  Bolivia and Central America.,https://www.weforum.org/organizations/grupo-isa,associate partnership
Grupo Mega,Mexico,Visit the Grupo Mega website,Created in 2003  Grupo Mega offers financial products  including pure leasing  synthetic leasing  tailor-made financial projects  sales in instalments  credit operations and capital investments. It owns companies active in leasing  insurance and factoring  dairy products and real estate investments.,https://www.weforum.org/organizations/grupo-mega,associate partnership
GS Group,Republic of Korea,Visit the GS Group website,GS Holdings was founded in 2004. In March 2005  following a partnership with LG  GS announced its official start as a group of companies specializing in energy  distribution and construction. GS aims to become a global company  extending its limits beyond Korea. It operates through the following businesses: petroleum and petrochemical  retail  home shopping  energy and sports. GS Holdings reported sales of KRW15.38 trillion ($13.60 billion) for the year ending December 2017. This represents an increase of 21.0% over 2016.,https://www.weforum.org/organizations/gs-holdings,associate partnership
Guangzhou Automobile Group,Peoples Republic of China,Visit the Guangzhou Automobile Group website,Founded in June 2000  Guangzhou Automobile Group is a large state-owned holding group that owns nine complete automobile manufacturing enterprises  including integrated industry chains such as passenger vehicles  commercial vehicles  motorcycles  automotive R&D  auto parts and automotive services.,https://www.weforum.org/organizations/guangzhou-automobile-industry-group-co,associate partnership
Guggenheim Partners,USA,Visit the Guggenheim Partners website,Guggenheim Partners is a global  independent  privately held financial services firm with more than $220 billion in assets under management and supervision. It provides investment management services and products  investment advisory services  and investment banking and capital market services. It employs over 2 300 individuals  is headquartered in New York and Chicago  and has offices in 25 cities in the US  Europe and Asia.,https://www.weforum.org/organizations/guggenheim-partners-llc,associate partnership
H & M (Hennes & Mauritz),Sweden,Visit the H & M (Hennes & Mauritz) website,H&M is among the largest fashion retailers worldwide. The company is committed to providing in a sustainable manner the best offerings and experience to customers so that they can dress according to their personal style. Erling Persson opened the first store in 1947 in Västerås  Sweden. The store was originally called Hennes (“hers” in Swedish) and only offered womens wear. In 1968 the company acquired Mauritz Widforss  a hunting apparel company  which led to the store offering men’s apparel and the change of the name to Hennes & Mauritz. H&M collaborates with high-end designers and runs marketing campaigns with celebrities.,https://www.weforum.org/organizations/h-m-hennes-mauritz,associate partnership
Hackensack Meridian Health,USA,Visit the Hackensack Meridian Health website,Hackensack Meridian Health is a leading not-for-profit integrated healthcare organization. It offers a complete range of medical services  innovative research and life-enhancing care. The healthcare network comprises 13 hospitals  including two academic medical centres  two childrens hospitals and nine community hospitals  physician practices  more than 120 ambulatory care centres  surgery centres  home health services  long-term care and assisted living communities  ambulance services  lifesaving air medical transportation  fitness and wellness centres  rehabilitation centres  and urgent care and after-hours centres.,https://www.weforum.org/organizations/hackensack-meridian-health,associate partnership
Heathrow Airport,United Kingdom,,Heathrow Airport Holdings (formerly BAA) owns and runs London Heathrow Airport  Britains aviation hub. It is in turn owned by FGP Topco  a consortium owned and led by infrastructure specialist Ferrovial (25.00%)  Qatar Investment Authority (20.00%)  Caisse de dépôt et placement du Québec (CDPQ) (12.62%)  GIC (11.20%)  Alinda Capital Partners of the United States (11.18%)  China Investment Corporation (10.00%) and Universities Superannuation Scheme (10.00%). The company is subject to financial regulation by the Civil Aviation Authority (CAA) and the Competition and Markets Authority (CMA). In matters of safety and security  it is regulated by the government and CAA.,https://www.weforum.org/organizations/heathrow-airport,associate partnership
Hellman & Friedman,USA,Visit the Hellman & Friedman website,Hellman & Friedman is a preeminent global private equity firm with a distinctive investment approach focused on large-scale equity investments in high-quality growth businesses. H&F seeks to partner with world-class management teams where its deep sector expertise  long-term orientation and collaborative partnership approach enable companies to flourish. H&F targets outstanding businesses in select sectors  including software and technology  financial services  healthcare  consumer and retail  and other business services. The firm is currently investing its tenth fund  with over $24 billion of committed capital  and has over $80 billion in assets under management and committed capital.,https://www.weforum.org/organizations/hellman-friedman,associate partnership
Henkel,Germany,Visit the Henkel website,Founded in 1876  Henkel operates globally with a diversified portfolio active in industrial and consumer businesses. Henkel Adhesive Technologies is a global leader in the adhesives market. In its Laundry & Home Care and Beauty Care businesses  Henkel holds leading positions in many markets and categories worldwide. In 2021  Henkel reported sales of more than €20 billion and adjusted operating profit of around €2.6 billion. Henkel employs about 52 000 people globally and is a recognized leader in sustainability  with top positions in many international indices and rankings. Henkel’s preferred shares are listed in the German stock index DAX.,https://www.weforum.org/organizations/henkel-ag-co-kgaa,associate partnership
Hepsiburada,Türkiye,,Hepsiburada is one of the largest e-commerce platforms in Eastern Europe and the Middle East and Africa (EEMEA) and one of the fastest growing in Europe. Founded in 1998 by five people working from a studio flat in Istanbul  the site started by taking orders online for information technology (IT) hardware. Hepsiburada grew rapidly into an e-commerce leader and has been an online marketplace for big brands as well as small and medium-sized enterprises throughout Turkey since 2015. The company has 18 million unique visitors and 60 million monthly visits  and ships 2 million products a month.,https://www.weforum.org/organizations/hepsiburada,associate partnership
Hess Corporation,USA,Visit the Hess Corporation website,Hess explores for  produces  purchases  gathers  transports and sells crude oil and natural gas. It also manufactures  purchases  transports and markets petroleum products.,https://www.weforum.org/organizations/hess-corporation,associate partnership
Hikma Pharmaceuticals,Jordan,Visit the Hikma Pharmaceuticals website,Hikma helps put better health within reach for millions of people in more than 50 countries worldwide. For more than 40 years  it has been creating high-quality medicines and making them accessible to the people who need them. Headquartered in the United Kingdom  it is a global company with a local presence across the US  the Middle East and North Africa  and Europe. It is committed to customers and the people they care for  providing them with branded and non-branded generic medicines. Its 8 400 staff help shape a healthier world that enriches all communities. It is a leading licensing partner.,https://www.weforum.org/organizations/hikma-pharmaceuticals-plc,associate partnership
Holtzbrinck Publishing Group,Germany,Visit the Holtzbrinck Publishing Group website,Holtzbrinck Publishing Group is a family-owned German holding company with interests in research publishing (Springer Nature)  educational content (Macmillan Learning)  consumer books (Macmillan Publishers) and technology (Digital Science  HV Holtzbrinck Ventures). Subsidiaries include ZEIT Group  Nature Publishing Group  Palgrave  Scientific American  St. Martin’s Press  Farrar Straus and Giroux  Henry Holt  S. Fischer Verlage  Rowohlt Verlag  Holtzbrinck Ventures and other fund activities (GSV  Founders Factory  Rethink Education). It has ownership and stakes in start-ups under Digital Science (Dimensions  Overleaf  figshare  Altmetric  Gigantum  überResearch)  Macmillan Learning (iClicker  intellus Learning  Achieve)  Holtzbrinck Digital (Amboss  pflege.de  lecturio) and the ZEIT Group (Zeit Online  ze.tt).,https://www.weforum.org/organizations/holtzbrinck-publishing-group,associate partnership
Honda Motor,Japan,Visit the Honda Motor website,Honda Motor engages in the manufacturing and sale of automobiles  motorcycles and power products. It operates through the following segments: automobile  motorcycle  financial services  and power product and other businesses. The automobile segment manufactures and sells automobiles and related accessories. The motorcycle segment handles all-terrain vehicles  the motorcycle business and related parts. The financial services segment provides financial and insurance services. The power product and other businesses segment offers power products and relevant parts. The company was founded by Soichiro Honda in September 1948 and is headquartered in Tokyo  Japan.,https://www.weforum.org/organizations/honda-motor,associate partnership
HSA Group,Yemen,Visit the HSA Group website,HSA Group was established in Yemen in 1938 and is now one of the largest multinational conglomerates based in the Middle East  employing over 35 000 people globally. As the parent organization of over 70 operating companies  its operations span the fast-moving consumer goods  commodities  commercial and services sectors. The group operates across the Middle East  Africa and South East Asia. HSA Group is the largest private company and a leading importer of food commodities and essential goods in Yemen. It has delivered and contributed to humanitarian and social development programmes in Yemen  often in partnership with UN agencies and international NGOs.,https://www.weforum.org/organizations/hayel-saeed-anam-group-of-companies-hsa-group,associate partnership
Huma,United Kingdom,Visit the Huma website,Huma is a global digital health company that uses digital biomarkers  predictive algorithms and real-world data from continuous patient monitoring to create hospitals at home and virtual clinical trials. Huma brings hospitals to everyones pocket. In the face of the pandemic  it is continuing its not-for-profit offer to national governments and is already live in Germany  the United Kingdom  and the United Arab Emirates. It also supports some of the largest vaccine initiatives and COVID-19 research projects in the US and European Union.,https://www.weforum.org/organizations/huma,associate partnership
Hunt Consolidated Energy,USA,Visit the Hunt Consolidated Energy website,Hunt Consolidated is a holding company for energy and real estate businesses. It engages in oil and gas  utility infrastructure  and renewable power activities  and invests in new energy technologies. Hunt Oil Company was founded in 1934 and is active today on five continents. Utility activities are currently focused on North America. Renewable energy focus is currently in Latin America.,https://www.weforum.org/organizations/hunt-oil-company,associate partnership
Hyosung Group,Republic of Korea,Visit the Hyosung Group website,Hyosung Group is a global group established in 1967 in Korea and actively engaged in various business sectors in synthetic fibres  textiles  chemicals  advanced industrial materials  heavy industry  energy  information technology  trading  finance  auto retail and construction. It has an annual turnover of more than $10 billion and has more than 60 global networks covering every continent.,https://www.weforum.org/organizations/hyosung-group,associate partnership
IDEO,USA,Visit the IDEO website,IDEO is an award-winning global design firm that takes a human-centred  design-based approach to helping organizations in the public and private sectors innovate and grow. It identifies new ways to serve and support people by uncovering latent needs  behaviours and desires. It envisions new companies and brands and designs the products  services  spaces and interactive experiences that bring them to life. It helps organizations build a creative culture and the internal systems required to sustain innovation and launch new ventures.,https://www.weforum.org/organizations/ideo-llc,associate partnership
Ihlas Holding,Türkiye,Visit the Ihlas Holding website,Ihlas Holding is an internationally recognized company with 20 000 staff and nearly 500 offices in Turkey  Europe  the Middle East  Asia and the US. Its main businesses are media  construction and marketing. Its subsidiaries include the daily newspaper Turkiye  the Ihlas News Agency  the TGRT News Channel  the TGRT Marketing Channel  24 periodicals and Ihlas Net. In construction  it has developed thousands of residential units as well as two thermal holiday resorts. It also has operations in education  health  electronics  foreign trade and tourism.,https://www.weforum.org/organizations/ihlas-holding-sa,associate partnership
illycaffè,Italy,Visit the illycaffè website,illycaffè produces and markets a blend of espresso coffee. It buys green coffee directly from the growers of Arabica through partnerships based on the mutual creation of value. It is sold in more than 140 countries and is available in more than 50 000 restaurants and coffee bars. Espressamente Illy  a chain of Italian-style coffee bars  is now present in 30 countries and comprises more than 230 outlets. It has also founded a Università del Caffè.,https://www.weforum.org/organizations/illycaffe-spa,associate partnership
Indigo Agriculture,USA,Visit the Indigo Agriculture website,Indigo improves grower profitability  environmental sustainability and consumer health through natural microbiology and digital technologies. The company’s scientific discoveries and digital innovations create new value from soil to sale. Working across the supply chain  Indigo’s mission is to harness nature to help farmers sustainably feed the planet. In 2019  Indigo established the Terraton Initiative  a global effort to drawdown 1 trillion tonnes of atmospheric carbon dioxide through agricultural soils. Ranked #1 on CNBC’s Disruptor 50 list  Indigo is headquartered in Boston  Massachusetts  with offices in the US  Australia  Argentina  Brazil and Switzerland.,https://www.weforum.org/organizations/indigo-agriculture,associate partnership
Indika Energy,Indonesia,Visit the Indika Energy website,PT Indika Energy Tbk. (Indika Energy) is a leading diversified investment company in Indonesia. Indika Energys portfolio comprises a wide range of businesses with strong growth opportunities  including Energy – coal production (PT Kideco Jaya Agung  PT Multi Tambangjaya Utama)  coal trading (Indika Capital Investment Pte. Ltd.)  oil and gas EPC (PT Tripatra Multi Energy  PT Tripatra Engineers & Constructors  PT Tripatra Engineering); Logistics and Infrastructure – ports & logistics (PT Indika Logistic & Support Services  PT Kuala Pelabuhan Indonesia)  fuel storage (PT Kariangau Gapura Terminal Energi)  PLTU (PT Cirebon Electric Power and PT Prasarana Energi Cirebon); Minerals – gold mining (Nusantara Resources Limited)  nickel trading (PT Rockgeo Energi Nusantara); Green Business – nature-based solutions (Indika Nature)  renewable energy (PT Empat Mitra Indika Tenaga Surya)  electric vehicles (PT Ilectra Motor Group  PT Mitra Motor Group); Digital – IT solutions (PT Xapiens Teknologi Indonesia); Others – health industry (PT Indika Medika Nusantara  PT Bioneer Indika Group).,https://www.weforum.org/organizations/pt-indika-energy-tbk,associate partnership
Indofood,Indonesia,Visit the Indofood website,Indofood is a Hong Kong-based Asian conglomerate established in 1981. It has businesses in the core areas of marketing and distribution  telecommunications  property and banking. It operates in Hong Kong  China  the Philippines  Thailand and Indonesia.,https://www.weforum.org/organizations/indofood,associate partnership
Industrial and Commercial Bank of China (ICBC),Peoples Republic of China,Visit the Industrial and Commercial Bank of China (ICBC) website,The Industrial and Commercial Bank of China (ICBC) is a large commercial bank in China and among the largest banks in the world in terms of total assets and tier-one capital. Founded in 1984  ICBC is listed on the SSE and the HKSE. It has 10.7 million corporate and 720 million individual customers. Its distribution network spans 16 040 domestic and 416 overseas institutions. In 2022  ICBC had total operating income of RMB918.0 billion  net profits of RMB361.0 billion and customer deposits of RMB29 870.5 billion. In 2022  ICBC had total assets of RMB39 610.7 billion and was ranked 22nd on the Fortune 500 list.,https://www.weforum.org/organizations/industrial-and-commercial-bank-of-china-icbc,associate partnership
INOX Group,India,Visit the INOX Group website,INOX Groups businesses include manufacturing industrial gases  fluorocarbons  PTFE  cryogenic vessels and wind turbines  in addition to a chain of multiplex cinemas comprising 425 screens. Founded in 1923  the INOX Group operates seven entities  including three publicly listed companies  and has many alliances with global companies  including some from the Fortune 500.,https://www.weforum.org/organizations/inox-group,associate partnership
International Container Terminal Services (ICTSI),Philippines,Visit the International Container Terminal Services (ICTSI) website,International Container Terminal Services (ICTSI) is involved in the management  operation and development of ports and terminals. Incorporated in 1987  ICTSI is among the largest and most successful container terminal operators in the Philippines and a world leader in providing container handling  storage and related services to shipping lines and cargo owners. Its experience spans container terminal operations on four continents. Its shares have been listed on the Philippine Stock Exchange since March 1994 and form part of the MSCI index.,https://www.weforum.org/organizations/international-container-terminal-services-inc-ictsi,associate partnership
Investissement Québec,Canada,Visit the Investissement Québec website,Investissement Québec’s mission is to play an active role in Québec’s economic development by spurring business innovation  entrepreneurship and business acquisitions  as well as growth in investment and exports. Operating in all the province’s administrative regions  the corporation supports the creation and growth of businesses of all sizes with investments and customized financial solutions. It also assists businesses by providing consulting services and other support measures  including technological assistance available from Investissement Québec – CRIQ. In addition  through Investissement Québec International  it also prospects for talent and foreign investment and assists Québec businesses with export activities.,https://www.weforum.org/organizations/investissement-quebec,associate partnership
IVITA Group,USA,Visit the IVITA Group website,IVITA is a long-term  privately owned  mission-driven group focusing purely on the holistic health of the individual  to enable each individual to live a healthier life. IVITA is building disruptive  modern  globally minded companies leading with innovation and impact with significant socio-economic tailwinds that have only grown during the pandemic. It invests financial and non-financial resources in a targeted set of health and wellness spaces: telemedicine  health technology and services  and better-for-you food. It has companies in sectors  including online pharmacy  home care  telemedicine  and health monitoring.,https://www.weforum.org/organizations/ivita-health,associate partnership
J. Safra Group,Brazil,Visit the J. Safra Group website,The J. Safra Group  with total assets under management of $208 billion and aggregate stockholder equity of $17.4 billion  is controlled by Joseph Safra and his family. The group consists of privately owned banks under the Safra name and investment holdings in asset-based business sectors such as real estate and agribusiness. The group’s real estate holdings consist of more than 200 premier commercial  residential  retail and farmland properties worldwide. Its investments in other sectors include agribusiness holdings in Brazil and Chiquita Brands International. More than 29 000 employees are associated with the J. Safra Group.,https://www.weforum.org/organizations/safra-group,associate partnership
Japan External Trade Organization (JETRO),Japan,Visit the Japan External Trade Organization (JETRO) website,The Japan External Trade Organization (JETRO) is a government-related organization that works to promote mutual trade and investment between Japan and the rest of the world. Originally established in 1958 to promote Japanese exports abroad  its core focus in the 21st century has shifted to promoting foreign direct investment into Japan and helping small to medium-sized Japanese firms maximize their global business potential.,https://www.weforum.org/organizations/japan-external-trade-organization-jetro,associate partnership
JG Summit Holdings,Philippines,Visit the JG Summit Holdings website,JG Summit has interests in branded consumer products  agro-industrial and commodity food products  textiles and garments  real estate development  hotel and service  banks. It has ventured out from its traditional business holdings by going into telecommunications  power generation  cement and electronics. It is one of the largest and most diversified businesses in the Philippines  with 40 directly or indirectly owned companies in 14 industries.,https://www.weforum.org/organizations/jg-summit-holdings,associate partnership
Johannesburg Stock Exchange,South Africa,Visit the Johannesburg Stock Exchange website,Johannesburg Stock Exchange (JSE) is South Africas only full service securities exchange  connecting buyers and sellers in five different financial markets: equities  equity derivatives  commodity derivatives  currency derivatives and interest rate instruments. JSE offers the investor a first-world trading environment  surveillance and settlement in an emerging market context. It is one of the 20 largest equities exchanges in terms of market capitalization worldwide. The World Economic Forums Global Competitiveness Report has recognized JSE as one of the worlds best regulated financial markets.,https://www.weforum.org/organizations/johannesburg-stock-exchange,associate partnership
John Keells Holdings,Sri Lanka,Visit the John Keells Holdings website,John Keells Holdings (JKH) is one of the largest listed companies on the Colombo Stock Exchange  with business interests primarily in transportation  leisure  property  consumer foods and retail  financial services and information technology. JKH was incorporated as a public limited liability company in 1979 and obtained a listing on the Colombo Stock Exchange in 1986. Listed on the Luxembourg Stock Exchange  it was the first Sri Lankan company to be listed overseas. JKH is a member of the UN Global Compact.,https://www.weforum.org/organizations/john-keells-holdings,associate partnership
Johnson Controls,USA,Visit the Johnson Controls website,Johnson Controls (NYSE: JCI) transforms the environments where people live  work  learn and play. As a global leader in smart  healthy and sustainable buildings  its mission is to reimagine the performance of buildings to serve people  places and the planet. With a history of more than 135 years of innovation  Johnson Controls delivers the blueprint of the future for industries such as healthcare  schools  data centres  airports  stadiums  manufacturing and beyond through its OpenBlue digital offering. With a global team of 100 000 experts in more than 150 countries  Johnson Controls offers a portfolio of building technology  software and service solutions.,https://www.weforum.org/organizations/johnson-controls-inc,associate partnership
Johnson Matthey,United Kingdom,Visit the Johnson Matthey website,Johnson Matthey is a global leader in sustainable technologies that enable a cleaner and healthier world. With over 200 years of sustained commitment to innovation and technological breakthroughs  it improves the performance  function and safety of customers’ products. Its science has a global impact in areas such as low-emission transport  pharmaceuticals  chemical processing and making the most efficient use of the planet’s natural resources. Today about 15 000 Johnson Matthey professionals collaborate with its network of customers and partners to make a real difference to the world.,https://www.weforum.org/organizations/johnson-matthey,associate partnership
JS Group,Pakistan,Visit the JS Group website,Jahangir Siddiqui & Co. (JS Group) is primarily an investment company active in financial services. It also makes long-term investments in growing companies in Pakistan. In financial services  its investments cover all sectors  including asset management  commercial banking  investment banking  Islamic banking  securities brokerage and insurance. It also benefits from strategic long-term investments  including in technology  transportation  media and industrial sector companies.,https://www.weforum.org/organizations/js-group,associate partnership
Juffali and Brothers,Saudi Arabia,Visit the Juffali and Brothers website,E.A. Juffali and Brothers is one of Saudi Arabias largest commercial enterprises. Founded in 1946  its expansion coincided with the Kingdoms own growth and  by the mid-1970s  the Juffali Group had firmly established itself among the largest business houses in the Middle East.,https://www.weforum.org/organizations/juffali-and-brothers,associate partnership
Kcap Holdings,United Arab Emirates,Visit the Kcap Holdings website,Founded in the late 1970s in the United Arab Emirates  Kcap Holdings fills the demand/supply gap for quality industrial minerals for the oil drilling industry. The company prospects  mines  sources  processes and delivers minerals and metals to the worlds leading oil drilling  ceramic  glass  construction  energy and fertiliser industries. With locations in the United Arab Emirates  India  Hong Kong  Singapore and Indonesia  the group has grown in assets and market capitalization several times over within the past decade.,https://www.weforum.org/organizations/kcap-holdings,associate partnership
Kikkoman,Japan,Visit the Kikkoman website,Kikkoman is a major producer of soy sauce globally  with a naturally brewed soy sauce sold in over 100 countries. It has grown from humble beginnings in the 17th century to become a company that provides a comprehensive range of foodstuffs  fine wines and dining  and effective biotechnology. It operates businesses worldwide and has production facilities in Japan  the US  the Netherlands  Singapore  Taiwan and China.,https://www.weforum.org/organizations/kikkoman-corporation,associate partnership
Kingdom Holding,Saudi Arabia,Visit the Kingdom Holding website,Kingdom Holding is a diversified yet focused investment entity with interests in banking  real estate  telecommunications  broadcasting and media  entertainment  hospitality  computers and electronics  agriculture  restaurants  upscale fashion  retailing  supermarkets  tourism  travel and automotive manufacturing.,https://www.weforum.org/organizations/kingdom-holding-co,associate partnership
KraneShares,Peoples Republic of China,Visit the KraneShares website,China International Capital Corporation (CICC) is a strategic partnership among Chinese and international financial institutions and corporations established in 1995. It is the first joint venture investment bank in China  has a registered capital of $125 million  is headquartered in Beijing and has offices in Hong Kong  Shanghai and Shenzhen. Its core business departments are investment banking  capital markets  sales and trading  research  fixed income and asset management.,https://www.weforum.org/organizations/kraneshares,associate partnership
Kuwait Industries,Kuwait,Visit the Kuwait Industries website,Kuwait Industries is an investment holding company investing in various industries and currently involved in real estate  renewable energy  eco-friendly (biodegradable) products and environmental issues (e-waste recycling).,https://www.weforum.org/organizations/kuwait-industries,associate partnership
Lawson,Japan,Visit the Lawson website,Lawson is a major Japanese convenience store chain operator  with over 12 000 stores in Japan  China  Indonesia  Thailand  Philippines and Hawaii. It had net sales of over $20 billion in fiscal year 2015 and achieved 13 consecutive years of operating profit growth. Lawson was founded in 1975 and is headquartered in Tokyo  Japan.,https://www.weforum.org/organizations/lawson-inc,associate partnership
LEK Consulting,United Kingdom,Visit the LEK Consulting website,LEK Consulting provides consultancy services worldwide throughout the industrial and commercial spectrum. Its primary advisory areas are: strategy consulting  M&A services and value-based management. It has 15 offices worldwide.,https://www.weforum.org/organizations/lek-consulting,associate partnership
LENOVO HK SERVICES LTD,Hong Kong SAR  China,,Lenovo (HKSE: 992) (ADR: LNVGY) is a $70 billion revenue global technology powerhouse  ranked #171 in the Fortune Global 500  employing 75 000 people around the world  and serving millions of customers in 180 markets. Focused on its vision to deliver smarter technology for all  Lenovo has built on its success as one of the world’s largest PC companies by further expanding into key growth areas  including server  storage  mobile  solutions and services. This transformation  together with Lenovo’s world-changing innovation  is building a more inclusive  trustworthy and sustainable digital society for everyone  everywhere.,https://www.weforum.org/organizations/lenovo-hk-services-ltd,associate partnership
Limak Holding,Türkiye,Visit the Limak Holding website,Limak  a top-tier holding group in Turkey  is active in construction  energy  transport  infrastructure  cement and hotels. Founded in 1976  it had revenues of $4.1 billion and more than 69 800 employees in 2018. Limak is the second largest cement producer in Turkey. Limak Construction is an ENR Top 250 International Contractor. A large infrastructure player  it is building Istanbul New Airport  which will be one of the biggest airports in the world. Limak also builds and operates Kosovo Pristina International Airport and LimakPort Iskenderun.,https://www.weforum.org/organizations/limak-holding,associate partnership
