partner_type,link
global innovators,https://www.weforum.org/organizations/post-quantum-shield
global innovators,https://www.weforum.org/organizations/chronocam
global innovators,https://www.weforum.org/organizations/pryon
global innovators,https://www.weforum.org/organizations/pure-harvest-smart-farms
global innovators,https://www.weforum.org/organizations/pymetrics-inc
global innovators,https://www.weforum.org/organizations/q-ctrl
global innovators,https://www.weforum.org/organizations/quantstamp
global innovators,https://www.weforum.org/organizations/quintessencelabs-pty-ltd
global innovators,https://www.weforum.org/organizations/redwing-labs
global innovators,https://www.weforum.org/organizations/retrain-ai
global innovators,https://www.weforum.org/organizations/safe-security
global innovators,https://www.weforum.org/organizations/sensoro
global innovators,https://www.weforum.org/organizations/settlemint
global innovators,https://www.weforum.org/organizations/sight-machine
global innovators,https://www.weforum.org/organizations/skynrg
global innovators,https://www.weforum.org/organizations/sourcemap
global innovators,https://www.weforum.org/organizations/space-perspective
global innovators,https://www.weforum.org/organizations/spectrum-labs
global innovators,https://www.weforum.org/organizations/spycloud
global innovators,https://www.weforum.org/organizations/suade-labs
global innovators,https://www.weforum.org/organizations/sunfire
global innovators,https://www.weforum.org/organizations/swing-mobility
global innovators,https://www.weforum.org/organizations/swoop-aero
global innovators,https://www.weforum.org/organizations/synthesia
global innovators,https://www.weforum.org/organizations/temedica
global innovators,https://www.weforum.org/organizations/the-exploration-company
global innovators,https://www.weforum.org/organizations/tradeteq
global innovators,https://www.weforum.org/organizations/trm-labs
global innovators,https://www.weforum.org/organizations/truepic
global innovators,https://www.weforum.org/organizations/uniphore
global innovators,https://www.weforum.org/organizations/versatile
global innovators,https://www.weforum.org/organizations/vertical-future
global innovators,https://www.weforum.org/organizations/vrdirect
global innovators,https://www.weforum.org/organizations/wingcopter
global innovators,https://www.weforum.org/organizations/yoti
global innovators,https://www.weforum.org/organizations/zapata-computing
unicorns,https://www.weforum.org/organizations/activefence
unicorns,https://www.weforum.org/organizations/ada-health
unicorns,https://www.weforum.org/organizations/airwallex
unicorns,https://www.weforum.org/organizations/apna
unicorns,https://www.weforum.org/organizations/automation-anywhere
unicorns,https://www.weforum.org/organizations/axiom-space
unicorns,https://www.weforum.org/organizations/beamery
unicorns,https://www.weforum.org/organizations/biofourmis
unicorns,https://www.weforum.org/organizations/blocpower
unicorns,https://www.weforum.org/organizations/boom-supersonic
unicorns,https://www.weforum.org/organizations/chainalysis
unicorns,https://www.weforum.org/organizations/checkr
unicorns,https://www.weforum.org/organizations/claroty
unicorns,https://www.weforum.org/organizations/copa-data
unicorns,https://www.weforum.org/organizations/copper
unicorns,https://www.weforum.org/organizations/crusoe
unicorns,https://www.weforum.org/organizations/datastax
unicorns,https://www.weforum.org/organizations/deel
unicorns,https://www.weforum.org/organizations/einride
unicorns,https://www.weforum.org/organizations/energyvision
unicorns,https://www.weforum.org/organizations/enpal
unicorns,https://www.weforum.org/organizations/exiger
unicorns,https://www.weforum.org/organizations/flock-freight
unicorns,https://www.weforum.org/organizations/formlabs
unicorns,https://www.weforum.org/organizations/globalization-partners
unicorns,https://www.weforum.org/organizations/games24x7
unicorns,https://www.weforum.org/organizations/greenlabs
unicorns,https://www.weforum.org/organizations/one-championship
unicorns,https://www.weforum.org/organizations/guild-education
unicorns,https://www.weforum.org/organizations/hedera
unicorns,https://www.weforum.org/organizations/hirotsu-bio-science-inc
unicorns,https://www.weforum.org/organizations/improbable
unicorns,https://www.weforum.org/organizations/inari-agriculture
unicorns,https://www.weforum.org/organizations/incode-technologies
unicorns,https://www.weforum.org/organizations/instacart
unicorns,https://www.weforum.org/organizations/iqm-quantum-computers
unicorns,https://www.weforum.org/organizations/jupiterone
unicorns,https://www.weforum.org/organizations/k-health
unicorns,https://www.weforum.org/organizations/lunit
unicorns,https://www.weforum.org/organizations/mammoth-biosciences
unicorns,https://www.weforum.org/organizations/maven-clinic
unicorns,https://www.weforum.org/organizations/mighty-buildings
unicorns,https://www.weforum.org/organizations/monzo-bank
unicorns,https://www.weforum.org/organizations/nexthink
unicorns,https://www.weforum.org/organizations/noname-security
unicorns,https://www.weforum.org/organizations/openweb
unicorns,https://www.weforum.org/organizations/one-826bb2798d
unicorns,https://www.weforum.org/organizations/deposit-solutions
unicorns,https://www.weforum.org/organizations/rescale-inc
unicorns,https://www.weforum.org/organizations/resilience
unicorns,https://www.weforum.org/organizations/scopely
unicorns,https://www.weforum.org/organizations/securityscorecard
unicorns,https://www.weforum.org/organizations/singlestore
unicorns,https://www.weforum.org/organizations/skycell
unicorns,https://www.weforum.org/organizations/spring-health
unicorns,https://www.weforum.org/organizations/staffbase
unicorns,https://www.weforum.org/organizations/svante
unicorns,https://www.weforum.org/organizations/tala
unicorns,https://www.weforum.org/organizations/tbm
unicorns,https://www.weforum.org/organizations/the-sandbox
unicorns,https://www.weforum.org/organizations/trade-republic
unicorns,https://www.weforum.org/organizations/trialspark
unicorns,https://www.weforum.org/organizations/tttech-auto-ag
unicorns,https://www.weforum.org/organizations/tulip-interfaces-inc
unicorns,https://www.weforum.org/organizations/velocity-global
unicorns,https://www.weforum.org/organizations/vindex
unicorns,https://www.weforum.org/organizations/viz
unicorns,https://www.weforum.org/organizations/volta-trucks
unicorns,https://www.weforum.org/organizations/watershed
unicorns,https://www.weforum.org/organizations/xendit
unicorns,https://www.weforum.org/organizations/ygg
unicorns,https://www.weforum.org/organizations/ynsect
unicorns,https://www.weforum.org/organizations/zap-energy
unicorns,https://www.weforum.org/organizations/zeroavia
unicorns,https://www.weforum.org/organizations/zum
strategic partnership,https://www.weforum.org/organizations/trafigura
